,Unnamed: 0,date_range,Unnamed: 0.1,StartDate,EndDate,chinook0_hatchery_num,chinook0_wild_num,chinook1_hatchery_num,chinook1_wild_num,chum0_mixed_num,coho0_wild_num,coho1_hatchery_num,coho1_wild_num,pink0_wild,steelheadsmolt_hatchery_num,steelheadsmolt_wild_num,start_datetime,end_datetime,In,midpoint,Date,doy,daytime_category,chinook0_hatchery_perhour,chinook0_wild_perhour,chinook1_hatchery_perhour,chinook1_wild_perhour,chum0_mixed_perhour,coho0_wild_perhour,coho1_hatchery_perhour,coho1_wild_perhour,pink0_wild_perhour,steelheadsmolt_hatchery_perhour,steelheadsmolt_wild_perhour,midpoint_doy,year,pink0_wild_num,coho1_mixed_num,coho1_mixed_perhour,midpoint_date,lunar_phase,photoperiod,flow,temp,turbidity,temp_inp,flow_inp,water_year_april,water_year,atu_solstice,atu_april
294,114,2017-05-11 12:00:00,199.0,2017-05-11,2017-05-11,0.0,62.0,0.0,,29.0,0.0,1.0,0.0,,0.0,0.0,2017-05-11 07:40:00,2017-05-11 18:45:00,11.083333333333302,2017-05-11 13:12:30,2017-05-11,131,day,0.0,5.593984962406031,0.0,,2.6165413533834663,0.0,0.0902255639097747,0.0,,0.0,0.0,131.0,2017,,,,2017-05-11,0.9980997595702557,14.983333333333333,2370,11.1,8.9,11.1,2370,2017.0,2017,917.9000000000002,382.7
295,115,2017-05-12 12:00:00,201.0,2017-05-12,2017-05-12,0.0,57.0,0.0,,17.0,0.0,0.0,0.0,,0.0,0.0,2017-05-12 08:00:00,2017-05-12 18:20:00,10.3333333333333,2017-05-12 13:10:00,2017-05-12,132,day,0.0,5.516129032258082,0.0,,1.6451612903225858,0.0,0.0,0.0,,0.0,0.0,132.0,2017,,,,2017-05-12,0.987396601674174,15.016666666666667,2490,9.6,9.4,9.6,2490,2017.0,2017,927.5000000000002,392.3
296,116,2017-05-13 12:00:00,203.0,2017-05-13,2017-05-13,0.0,78.0,0.0,,20.0,1.0,0.0,3.0,,0.0,0.0,2017-05-13 08:00:00,2017-05-13 21:00:00,13.0,2017-05-13 14:30:00,2017-05-13,133,day,0.0,6.0,0.0,,1.5384615384615383,0.07692307692307693,0.0,0.2307692307692308,,0.0,0.0,133.0,2017,,,,2017-05-13,0.9591964858049423,15.066666666666666,2410,9.9,8.4,9.9,2410,2017.0,2017,937.4000000000002,402.2
297,117,2017-05-14 12:00:00,205.0,2017-05-14,2017-05-14,0.0,101.0,0.0,,33.0,0.0,0.0,0.0,,0.0,0.0,2017-05-14 09:30:00,2017-05-14 19:00:00,9.5,2017-05-14 14:15:00,2017-05-14,134,day,0.0,10.631578947368421,0.0,,3.4736842105263164,0.0,0.0,0.0,,0.0,0.0,134.0,2017,,,,2017-05-14,0.9146513984281665,15.116666666666667,2290,10.0,7.2,10.0,2290,2017.0,2017,947.4000000000002,412.2
298,118,2017-05-15 12:00:00,207.0,2017-05-15,2017-05-15,0.0,52.0,0.0,,4.0,5.0,0.0,1.0,,0.0,0.0,2017-05-15 08:30:00,2017-05-15 19:30:00,11.0,2017-05-15 14:00:00,2017-05-15,135,day,0.0,4.727272727272728,0.0,,0.3636363636363637,0.4545454545454545,0.0,0.09090909090909093,,0.0,0.0,135.0,2017,,,,2017-05-15,0.8552572965894896,15.15,2260,9.9,7.0,9.9,2260,2017.0,2017,957.3000000000002,422.09999999999997
299,119,2017-05-16 12:00:00,209.0,2017-05-16,2017-05-16,0.0,208.0,0.0,,23.0,3.0,0.0,0.0,,0.0,0.0,2017-05-16 08:00:00,2017-05-16 18:15:00,10.25,2017-05-16 13:07:30,2017-05-16,136,day,0.0,20.29268292682927,0.0,,2.2439024390243905,0.2926829268292683,0.0,0.0,,0.0,0.0,136.0,2017,,,,2017-05-16,0.7826960895344952,15.2,2260,9.9,7.2,9.9,2260,2017.0,2017,967.2000000000002,431.99999999999994
300,120,2017-05-17 12:00:00,211.0,2017-05-17,2017-05-17,0.0,97.0,0.0,,11.0,3.0,0.0,0.0,,0.0,0.0,2017-05-17 07:45:00,2017-05-17 18:30:00,10.75,2017-05-17 13:07:30,2017-05-17,137,day,0.0,9.023255813953488,0.0,,1.0232558139534884,0.2790697674418605,0.0,0.0,,0.0,0.0,137.0,2017,,,,2017-05-17,0.6987630329315793,15.233333333333333,2370,9.7,8.0,9.7,2370,2017.0,2017,976.9000000000002,441.69999999999993
301,121,2017-05-18 12:00:00,213.0,2017-05-18,2017-05-18,0.0,175.0,0.0,,10.0,3.0,0.0,1.0,,0.0,0.0,2017-05-18 08:20:00,2017-05-18 18:40:00,10.3333333333333,2017-05-18 13:30:00,2017-05-18,138,day,0.0,16.935483870967797,0.0,,0.967741935483874,0.2903225806451622,0.0,0.0967741935483874,,0.0,0.0,138.0,2017,,,,2017-05-18,0.6054480952788697,15.283333333333333,2360,10.1,6.5,10.1,2360,2017.0,2017,987.0000000000002,451.79999999999995
302,122,2017-05-19 12:00:00,215.0,2017-05-19,2017-05-19,0.0,70.0,0.0,,9.0,1.0,0.0,0.0,,0.0,0.0,2017-05-19 08:00:00,2017-05-19 18:40:00,10.6666666666667,2017-05-19 13:20:00,2017-05-19,139,day,0.0,6.562499999999981,0.0,,0.8437499999999973,0.09374999999999972,0.0,0.0,,0.0,0.0,139.0,2017,,,,2017-05-19,0.5051838860732818,15.316666666666666,2310,11.3,5.8,11.3,2310,2017.0,2017,998.3000000000002,463.09999999999997
303,123,2017-05-20 12:00:00,217.0,2017-05-20,2017-05-20,0.0,67.0,0.0,,7.0,1.0,0.0,1.0,,0.0,0.0,2017-05-20 08:00:00,2017-05-20 19:30:00,11.5,2017-05-20 13:45:00,2017-05-20,140,day,0.0,5.826086956521738,0.0,,0.6086956521739131,0.08695652173913042,0.0,0.08695652173913042,,0.0,0.0,140.0,2017,,,,2017-05-20,0.4011996768925762,15.35,2290,11.9,5.5,11.9,2290,2017.0,2017,1010.2000000000002,474.99999999999994
304,124,2017-05-21 12:00:00,219.0,2017-05-21,2017-05-21,0.0,50.0,0.0,,4.0,0.0,0.0,0.0,,0.0,0.0,2017-05-21 07:30:00,2017-05-21 19:30:00,12.0,2017-05-21 13:30:00,2017-05-21,141,day,0.0,4.166666666666667,0.0,,0.3333333333333333,0.0,0.0,0.0,,0.0,0.0,141.0,2017,,,,2017-05-21,0.2978391925228562,15.383333333333333,2250,11.8,5.3,11.8,2250,2017.0,2017,1022.0000000000001,486.79999999999995
305,125,2017-05-22 12:00:00,221.0,2017-05-22,2017-05-22,0.0,72.0,0.0,,2.0,8.0,0.0,1.0,,0.0,0.0,2017-05-22 08:00:00,2017-05-22 19:00:00,11.0,2017-05-22 13:30:00,2017-05-22,142,day,0.0,6.545454545454546,0.0,,0.18181818181818185,0.7272727272727273,0.0,0.09090909090909093,,0.0,0.0,142.0,2017,,,,2017-05-22,0.20068223115559447,15.433333333333334,2260,12.3,5.2,12.3,2260,2017.0,2017,1034.3000000000002,499.09999999999997
306,126,2017-05-23 12:00:00,223.0,2017-05-23,2017-05-23,0.0,76.0,0.0,,11.0,2.0,0.0,0.0,,0.0,0.0,2017-05-23 08:30:00,2017-05-23 18:30:00,10.0,2017-05-23 13:30:00,2017-05-23,143,day,0.0,7.6,0.0,,1.1,0.2,0.0,0.0,,0.0,0.0,143.0,2017,,,,2017-05-23,0.11627639897108555,15.466666666666667,2480,12.2,6.0,12.2,2480,2017.0,2017,1046.5000000000002,511.29999999999995
307,127,2017-05-24 12:00:00,225.0,2017-05-24,2017-05-24,0.0,29.0,0.0,,3.0,2.0,0.0,0.0,,0.0,0.0,2017-05-24 08:10:00,2017-05-24 18:20:00,10.1666666666667,2017-05-24 13:15:00,2017-05-24,144,day,0.0,2.8524590163934334,0.0,,0.2950819672131138,0.1967213114754092,0.0,0.0,,0.0,0.0,144.0,2017,,,,2017-05-24,0.05142581186686035,15.5,2710,11.5,6.4,11.5,2710,2017.0,2017,1058.0000000000002,522.8
308,128,2017-05-25 12:00:00,227.0,2017-05-25,2017-05-25,0.0,61.0,0.0,,0.0,1.0,0.0,0.0,,0.0,0.0,2017-05-25 07:40:00,2017-05-25 18:50:00,11.166666666666698,2017-05-25 13:15:00,2017-05-25,145,day,0.0,5.462686567164163,0.0,,0.0,0.0895522388059699,0.0,0.0,,0.0,0.0,145.0,2017,,,,2017-05-25,0.012121003072017023,15.533333333333333,2680,10.6,6.0,10.6,2680,2017.0,2017,1068.6000000000001,533.4
309,129,2017-05-26 12:00:00,229.0,2017-05-26,2017-05-26,0.0,68.0,0.0,,3.0,1.0,0.0,0.0,,0.0,0.0,2017-05-26 07:40:00,2017-05-26 18:30:00,10.833333333333302,2017-05-26 13:05:00,2017-05-26,146,day,0.0,6.276923076923096,0.0,,0.2769230769230777,0.09230769230769258,0.0,0.0,,0.0,0.0,146.0,2017,,,,2017-05-26,0.0023811447502284366,15.566666666666666,2300,11.8,5.0,11.8,2300,2017.0,2017,1080.4,545.1999999999999
310,130,2017-05-27 12:00:00,231.0,2017-05-27,2017-05-27,0.0,39.0,0.0,,6.0,5.0,0.0,0.0,,0.0,0.0,2017-05-27 07:30:00,2017-05-27 19:30:00,12.0,2017-05-27 13:30:00,2017-05-27,147,day,0.0,3.25,0.0,,0.5,0.4166666666666667,0.0,0.0,,0.0,0.0,147.0,2017,,,,2017-05-27,0.023375498201921308,15.6,1930,13.0,4.8,13.0,1930,2017.0,2017,1093.4,558.1999999999999
311,131,2017-05-28 12:00:00,232.0,2017-05-28,2017-05-28,0.0,101.0,0.0,,7.0,22.0,1.0,0.0,,0.0,2.0,2017-05-28 07:00:00,2017-05-28 19:30:00,12.5,2017-05-28 13:15:00,2017-05-28,148,day,0.0,8.08,0.0,,0.56,1.76,0.08,0.0,,0.0,0.16,148.0,2017,,,,2017-05-28,0.07313642668043197,15.633333333333333,1770,13.5,4.7,13.5,1770,2017.0,2017,1106.9,571.6999999999999
312,132,2017-05-29 12:00:00,234.0,2017-05-29,2017-05-29,0.0,110.0,0.0,,4.0,8.0,0.0,0.0,,0.0,0.0,2017-05-29 07:30:00,2017-05-29 19:40:00,12.166666666666698,2017-05-29 13:35:00,2017-05-29,149,day,0.0,9.041095890410936,0.0,,0.3287671232876704,0.6575342465753408,0.0,0.0,,0.0,0.0,149.0,2017,,,,2017-05-29,0.14697724735369389,15.65,1740,13.5,4.5,13.5,1740,2017.0,2017,1120.4,585.1999999999999
313,133,2017-05-30 12:00:00,236.0,2017-05-30,2017-05-30,0.0,110.0,0.0,,0.0,7.0,0.0,2.0,,0.0,0.0,2017-05-30 07:30:00,2017-05-30 18:50:00,11.333333333333302,2017-05-30 13:10:00,2017-05-30,150,day,0.0,9.705882352941202,0.0,,0.0,0.6176470588235311,0.0,0.1764705882352946,,0.0,0.0,150.0,2017,,,,2017-05-30,0.23846185137697312,15.683333333333334,1740,12.5,4.5,12.5,1740,2017.0,2017,1132.9,597.6999999999999
314,134,2017-05-31 12:00:00,238.0,2017-05-31,2017-05-31,0.0,58.0,0.0,,2.0,11.0,0.0,0.0,,0.0,0.0,2017-05-31 09:00:00,2017-05-31 18:45:00,9.75,2017-05-31 13:52:30,2017-05-31,151,day,0.0,5.94871794871795,0.0,,0.20512820512820512,1.1282051282051282,0.0,0.0,,0.0,0.0,151.0,2017,,,,2017-05-31,0.3405887065241177,15.716666666666667,1810,11.5,4.8,11.5,1810,2017.0,2017,1144.4,609.1999999999999
315,135,2017-06-01 12:00:00,240.0,2017-06-01,2017-06-01,0.0,1429.0,0.0,,6.0,4.0,0.0,1.0,,0.0,1.0,2017-06-01 08:00:00,2017-06-01 20:00:00,12.0,2017-06-01 14:00:00,2017-06-01,152,day,0.0,119.08333333333331,0.0,,0.5,0.3333333333333333,0.0,0.08333333333333333,,0.0,0.08333333333333333,152.0,2017,,,,2017-06-01,0.44681945717049704,15.733333333333333,1790,12.9,5.0,12.9,1790,2017.0,2017,1157.3000000000002,622.0999999999999
316,136,2017-06-02 12:00:00,242.0,2017-06-02,2017-06-02,0.0,26.0,0.0,,3.0,4.0,0.0,1.0,,0.0,0.0,2017-06-02 07:45:00,2017-06-02 18:40:00,10.916666666666698,2017-06-02 13:12:30,2017-06-02,153,day,0.0,2.3816793893129704,0.0,,0.27480916030534275,0.36641221374045696,0.0,0.09160305343511424,,0.0,0.0,153.0,2017,,,,2017-06-02,0.5517041450236589,15.766666666666666,1660,12.3,4.9,12.3,1660,2017.0,2017,1169.6000000000001,634.3999999999999
317,137,2017-06-03 12:00:00,244.0,2017-06-03,2017-06-03,0.0,36.0,0.0,,4.0,2.0,0.0,0.0,,0.0,0.0,2017-06-03 08:00:00,2017-06-03 19:30:00,11.5,2017-06-03 13:45:00,2017-06-03,154,day,0.0,3.1304347826086962,0.0,,0.3478260869565217,0.17391304347826084,0.0,0.0,,0.0,0.0,154.0,2017,,,,2017-06-03,0.6510568963097512,15.783333333333333,1480,13.1,4.7,13.1,1480,2017.0,2017,1182.7,647.4999999999999
318,138,2017-06-04 12:00:00,246.0,2017-06-04,2017-06-04,0.0,16.0,0.0,,6.0,8.0,0.0,0.0,,0.0,0.0,2017-06-04 07:45:00,2017-06-04 19:00:00,11.25,2017-06-04 13:22:30,2017-06-04,155,day,0.0,1.4222222222222225,0.0,,0.5333333333333333,0.7111111111111111,0.0,0.0,,0.0,0.0,155.0,2017,,,,2017-06-04,0.741771336948396,15.816666666666666,1400,12.4,4.6,12.4,1400,2017.0,2017,1195.1000000000001,659.8999999999999
319,139,2017-06-05 12:00:00,248.0,2017-06-05,2017-06-05,0.0,10.0,0.0,,1.0,1.0,0.0,0.0,,0.0,0.0,2017-06-05 08:30:00,2017-06-05 19:15:00,10.75,2017-06-05 13:52:30,2017-06-05,156,day,0.0,0.9302325581395348,0.0,,0.09302325581395347,0.09302325581395347,0.0,0.0,,0.0,0.0,156.0,2017,,,,2017-06-05,0.8214897319877301,15.833333333333334,1350,12.8,4.1,12.8,1350,2017.0,2017,1207.9,672.6999999999998
320,140,2017-06-06 12:00:00,250.0,2017-06-06,2017-06-06,0.0,12.0,0.0,,0.0,1.0,1.0,0.0,,0.0,0.0,2017-06-06 07:30:00,2017-06-06 18:30:00,11.0,2017-06-06 13:00:00,2017-06-06,157,day,0.0,1.0909090909090908,0.0,,0.0,0.09090909090909093,0.09090909090909093,0.0,,0.0,0.0,157.0,2017,,,,2017-06-06,0.8882844571831565,15.85,1260,14.1,4.3,14.1,1260,2017.0,2017,1222.0,686.7999999999998
321,141,2017-06-07 12:00:00,252.0,2017-06-07,2017-06-07,0.0,11.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,2017-06-07 06:45:00,2017-06-07 18:30:00,11.75,2017-06-07 12:37:30,2017-06-07,158,day,0.0,0.9361702127659576,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,158.0,2017,,,,2017-06-07,0.9404742385060446,15.866666666666667,1180,14.8,3.9,14.8,1180,2017.0,2017,1236.8,701.5999999999998
322,142,2017-06-08 12:00:00,254.0,2017-06-08,2017-06-08,0.0,34.0,0.0,,1.0,2.0,0.0,0.0,,0.0,0.0,2017-06-08 07:00:00,2017-06-08 18:30:00,11.5,2017-06-08 12:45:00,2017-06-08,159,day,0.0,2.9565217391304346,0.0,,0.08695652173913042,0.17391304347826084,0.0,0.0,,0.0,0.0,159.0,2017,,,,2017-06-08,0.9766046521602542,15.9,1230,14.5,5.0,14.5,1230,2017.0,2017,1251.3,716.0999999999998
323,143,2017-06-09 12:00:00,256.0,2017-06-09,2017-06-09,0.0,58.0,0.0,,9.0,4.0,0.0,0.0,,0.0,0.0,2017-06-09 06:50:00,2017-06-09 18:45:00,11.916666666666698,2017-06-09 12:47:30,2017-06-09,160,day,0.0,4.867132867132853,0.0,,0.7552447552447532,0.3356643356643348,0.0,0.0,,0.0,0.0,160.0,2017,,,,2017-06-09,0.9955497328448845,15.916666666666666,1330,12.6,4.6,12.6,1330,2017.0,2017,1263.8999999999999,728.6999999999998
324,144,2017-06-10 12:00:00,258.0,2017-06-10,2017-06-10,0.0,26.0,0.0,,2.0,3.0,0.0,0.0,,0.0,0.0,2017-06-10 06:30:00,2017-06-10 18:30:00,12.0,2017-06-10 12:30:00,2017-06-10,161,day,0.0,2.1666666666666665,0.0,,0.16666666666666666,0.25,0.0,0.0,,0.0,0.0,161.0,2017,,,,2017-06-10,0.9966486319938204,15.916666666666666,1330,13.0,6.2,13.0,1330,2017.0,2017,1276.8999999999999,741.6999999999998
325,145,2017-06-11 12:00:00,260.0,2017-06-11,2017-06-11,0.0,9.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,2017-06-11 07:30:00,2017-06-11 19:00:00,11.5,2017-06-11 13:15:00,2017-06-11,162,day,0.0,0.7826086956521741,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,162.0,2017,,,,2017-06-11,0.9797915020210397,15.933333333333334,1240,13.4,4.3,13.4,1240,2017.0,2017,1290.3,755.0999999999998
326,146,2017-06-12 12:00:00,262.0,2017-06-12,2017-06-12,0.0,4.0,0.0,,0.0,2.0,0.0,0.0,,0.0,0.0,2017-06-12 09:00:00,2017-06-12 19:00:00,10.0,2017-06-12 14:00:00,2017-06-12,163,day,0.0,0.4,0.0,,0.0,0.2,0.0,0.0,,0.0,0.0,163.0,2017,,,,2017-06-12,0.945409298220087,15.95,1090,13.5,4.1,13.5,1090,2017.0,2017,1303.8,768.5999999999998
327,147,2017-06-13 12:00:00,264.0,2017-06-13,2017-06-13,0.0,10.0,0.0,,1.0,0.0,0.0,0.0,,0.0,0.0,2017-06-13 08:30:00,2017-06-13 18:30:00,10.0,2017-06-13 13:30:00,2017-06-13,164,day,0.0,1.0,0.0,,0.1,0.0,0.0,0.0,,0.0,0.0,164.0,2017,,,,2017-06-13,0.8943827844692163,15.966666666666667,960,12.5,4.1,12.5,960,2017.0,2017,1316.3,781.0999999999998
328,148,2017-06-14 12:00:00,266.0,2017-06-14,2017-06-14,0.0,5.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,2017-06-14 07:00:00,2017-06-14 18:45:00,11.75,2017-06-14 12:52:30,2017-06-14,165,day,0.0,0.425531914893617,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,165.0,2017,,,,2017-06-14,0.827937157711579,15.966666666666667,913,13.0,3.8,13.0,913,2017.0,2017,1329.3,794.0999999999998
329,149,2017-06-15 12:00:00,268.0,2017-06-15,2017-06-15,0.0,2.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,2017-06-15 07:05:00,2017-06-15 18:30:00,11.416666666666698,2017-06-15 12:47:30,2017-06-15,166,day,0.0,0.17518248175182433,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,166.0,2017,,,,2017-06-15,0.7476065111026962,15.983333333333333,989,13.5,4.9,13.5,989,2017.0,2017,1342.8,807.5999999999998
330,150,2017-06-16 12:00:00,270.0,2017-06-16,2017-06-16,0.0,104.0,0.0,,3.0,2.0,0.0,0.0,,0.0,0.0,2017-06-16 07:15:00,2017-06-16 19:00:00,11.75,2017-06-16 13:07:30,2017-06-16,167,day,0.0,8.851063829787234,0.0,,0.2553191489361702,0.1702127659574468,0.0,0.0,,0.0,0.0,167.0,2017,,,,2017-06-16,0.655329473198451,15.983333333333333,1250,13.5,6.7,13.5,1250,2017.0,2017,1356.3,821.0999999999998
331,151,2017-06-17 12:00:00,272.0,2017-06-17,2017-06-17,0.0,33.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,2017-06-17 08:00:00,2017-06-17 19:00:00,11.0,2017-06-17 13:30:00,2017-06-17,168,day,0.0,3.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,168.0,2017,,,,2017-06-17,0.5536825500540948,16.0,1540,12.9,7.5,12.9,1540,2017.0,2017,1369.2,833.9999999999998
332,152,2017-06-18 12:00:00,274.0,2017-06-18,2017-06-18,0.0,47.0,0.0,,0.0,1.0,0.0,0.0,,0.0,0.0,2017-06-18 08:00:00,2017-06-18 19:30:00,11.5,2017-06-18 13:45:00,2017-06-18,169,day,0.0,4.086956521739131,0.0,,0.0,0.08695652173913042,0.0,0.0,,0.0,0.0,169.0,2017,,,,2017-06-18,0.4461896162347931,16.0,1600,13.1,5.5,13.1,1600,2017.0,2017,1382.3,847.0999999999998
333,153,2017-06-19 12:00:00,276.0,2017-06-19,2017-06-19,0.0,20.0,0.0,,0.0,2.0,0.0,0.0,,0.0,0.0,2017-06-19 08:00:00,2017-06-19 19:30:00,11.5,2017-06-19 13:45:00,2017-06-19,170,day,0.0,1.7391304347826086,0.0,,0.0,0.17391304347826084,0.0,0.0,,0.0,0.0,170.0,2017,,,,2017-06-19,0.3375728609674549,16.0,1540,13.6,5.0,13.6,1540,2017.0,2017,1395.8999999999999,860.6999999999998
334,154,2017-06-20 12:00:00,278.0,2017-06-20,2017-06-20,0.0,21.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,2017-06-20 08:00:00,2017-06-20 18:30:00,10.5,2017-06-20 13:15:00,2017-06-20,171,day,0.0,2.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,171.0,2017,,,,2017-06-20,0.2338026897583249,16.0,1370,14.6,4.7,14.6,1370,2017.0,2017,1410.4999999999998,875.2999999999998
335,155,2017-06-21 12:00:00,280.0,2017-06-21,2017-06-21,0.0,16.0,0.0,,0.0,1.0,0.0,0.0,,0.0,0.0,2017-06-21 07:00:00,2017-06-21 18:15:00,11.25,2017-06-21 12:37:30,2017-06-21,172,day,0.0,1.4222222222222225,0.0,,0.0,0.08888888888888889,0.0,0.0,,0.0,0.0,172.0,2017,,,,2017-06-21,0.14177386035490225,16.0,1220,14.6,4.0,14.6,1220,2017.0,2017,1425.0999999999997,889.8999999999999
336,156,2017-06-22 12:00:00,282.0,2017-06-22,2017-06-22,0.0,10.0,0.0,,0.0,2.0,0.0,0.0,,0.0,0.0,2017-06-22 06:55:00,2017-06-22 18:30:00,11.583333333333302,2017-06-22 12:42:30,2017-06-22,173,day,0.0,0.8633093525179879,0.0,,0.0,0.1726618705035976,0.0,0.0,,0.0,0.0,173.0,2017,,,,2017-06-22,0.06856891921961361,16.0,1100,14.8,3.9,14.8,1100,2017.0,2017,1439.8999999999996,904.6999999999998
337,157,2017-06-23 12:00:00,284.0,2017-06-23,2017-06-23,0.0,8.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,2017-06-23 06:55:00,2017-06-23 18:20:00,11.416666666666698,2017-06-23 12:37:30,2017-06-23,174,day,0.0,0.7007299270072973,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,174.0,2017,,,,2017-06-23,0.020393173785050844,16.0,964,15.6,3.6,15.6,964,2017.0,2017,1455.4999999999995,920.2999999999998
338,158,2017-06-24 12:00:00,,,,,,,,,,,,,,,,,,,2017-06-24,175,day,,,,,,,,,,,,175.0,2017,,,,,0.0014421622950320234,16.0,896,16.7,3.6,16.7,896,2017.0,2017,1472.1999999999996,936.9999999999999
339,159,2017-06-25 12:00:00,,,,,,,,,,,,,,,,,,,2017-06-25,176,day,,,,,,,,,,,,176.0,2017,,,,,0.013060079829974147,16.0,882,17.5,3.1,17.5,882,2017.0,2017,1489.6999999999996,954.4999999999999
340,160,2017-06-26 12:00:00,288.0,2017-06-26,2017-06-26,0.0,7.0,0.0,,0.0,1.0,0.0,0.0,,0.0,0.0,2017-06-26 07:00:00,2017-06-26 19:00:00,12.0,2017-06-26 13:00:00,2017-06-26,177,day,0.0,0.5833333333333334,0.0,,0.0,0.08333333333333333,0.0,0.0,,0.0,0.0,177.0,2017,,,,2017-06-26,0.05349572310730749,15.983333333333333,856,17.5,3.7,17.5,856,2017.0,2017,1507.1999999999996,971.9999999999999
341,161,2017-06-27 12:00:00,289.0,2017-06-27,2017-06-27,0.0,16.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,2017-06-27 07:30:00,2017-06-27 18:15:00,10.75,2017-06-27 12:52:30,2017-06-27,178,day,0.0,1.4883720930232558,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,178.0,2017,,,,2017-06-27,0.11836135157681815,15.983333333333333,789,15.8,3.6,15.8,789,2017.0,2017,1522.9999999999995,987.7999999999998
342,162,2017-06-28 12:00:00,291.0,2017-06-28,2017-06-28,0.0,4.0,0.0,,0.0,1.0,0.0,0.0,,0.0,0.0,2017-06-28 07:10:00,2017-06-28 18:30:00,11.333333333333302,2017-06-28 12:50:00,2017-06-28,179,day,0.0,0.3529411764705892,0.0,,0.0,0.0882352941176473,0.0,0.0,,0.0,0.0,179.0,2017,,,,2017-06-28,0.2016215753552999,15.966666666666667,734,15.3,3.5,15.3,734,2017.0,2017,1538.2999999999995,1003.0999999999998
343,163,2017-06-29 12:00:00,,,,,,,,,,,,,,,,,,,2017-06-29,180,day,,,,,,,,,,,,180.0,2017,,,,,0.2967551695839465,15.966666666666667,713,15.1,3.4,15.1,713,2017.0,2017,1553.3999999999994,1018.1999999999998
344,164,2017-06-30 12:00:00,,,,,,,,,,,,,,,,,,,2017-06-30,181,day,,,,,,,,,,,,181.0,2017,,,,,0.3977200636655971,15.95,695,17.1,3.5,17.1,695,2017.0,2017,1570.4999999999993,1035.2999999999997
345,165,2017-07-01 12:00:00,,,,,,,,,,,,,,,,,,,2017-07-01,182,day,,,,,,,,,,,,182.0,2017,,,,,0.49949830459523314,15.933333333333334,689,17.6,3.4,17.6,689,2017.0,2017,1588.0999999999992,1052.8999999999996
346,166,2017-07-02 12:00:00,,,,,,,,,,,,,,,,,,,2017-07-02,183,day,,,,,,,,,,,,183.0,2017,,,,,0.598197390509737,15.916666666666666,684,16.7,3.1,16.7,684,2017.0,2017,1604.7999999999993,1069.5999999999997
347,167,2017-07-03 12:00:00,,,,,,,,,,,,,,,,,,,2017-07-03,184,day,,,,,,,,,,,,184.0,2017,,,,,0.6908446401613954,15.9,677,16.5,2.9,16.5,677,2017.0,2017,1621.2999999999993,1086.0999999999997
348,168,2017-07-04 12:00:00,,,,,,,,,,,,,,,,,,,2017-07-04,185,day,,,,,,,,,,,,185.0,2017,,,,,0.7750405534050583,15.883333333333333,643,15.7,3.3,15.7,643,2017.0,2017,1636.9999999999993,1101.7999999999997
349,169,2017-07-05 12:00:00,,,,,,,,,,,,,,,,,,,2017-07-05,186,day,,,,,,,,,,,,186.0,2017,,,,,0.8486604588296616,15.866666666666667,601,16.8,3.1,16.8,601,2017.0,2017,1653.7999999999993,1118.5999999999997
350,170,2017-07-06 12:00:00,,,,,,,,,,,,,,,,,,,2017-07-06,187,day,,,,,,,,,,,,187.0,2017,,,,,0.9096819525797147,15.85,579,18.0,2.6,18.0,579,2017.0,2017,1671.7999999999993,1136.5999999999997
351,171,2017-07-07 12:00:00,,,,,,,,,,,,,,,,,,,2017-07-07,188,day,,,,,,,,,,,,188.0,2017,,,,,0.9561701077655289,15.833333333333334,567,18.4,2.5,18.4,567,2017.0,2017,1690.1999999999994,1154.9999999999998
352,172,2017-07-08 12:00:00,,,,,,,,,,,,,,,,,,,2017-07-08,189,day,,,,,,,,,,,,189.0,2017,,,,,0.9863832615133568,15.816666666666666,542,18.1,2.9,18.1,542,2017.0,2017,1708.2999999999993,1173.0999999999997
353,173,2017-07-09 12:00:00,,,,,,,,,,,,,,,,,,,2017-07-09,190,day,,,,,,,,,,,,190.0,2017,,,,,0.9989303650230853,15.783333333333333,523,18.4,2.9,18.4,523,2017.0,2017,1726.6999999999994,1191.4999999999998
354,174,2017-07-10 12:00:00,,,,,,,,,,,,,,,,,,,2017-07-10,191,day,,,,,,,,,,,,191.0,2017,,,,,0.9929102870888049,15.766666666666666,511,18.6,2.7,18.6,511,2017.0,2017,1745.2999999999993,1210.0999999999997
